,Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,Location 1,Latitude1,Longitude1,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods,Distance
1663891,Mission Dolores Academy,Private,0,8,K-8,Independent / Private,IND274,5,13,IND,38684786981716.0,"3399 16TH ST, SAN FRANCISCO, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.764122, -122.428284)",37.764122,-122.428284,10923,445 CHURCH ST,Children's Council of San Francisco,CHURCH,SIDEWALK,1,2,,2002,0,37.763749,-122.428192,POINT (-122.42818 37.763744),37.0,3.0,5.0,5.0,88.0,,,37.0,0.00046500000001259423
1666602,Marin Day School - Hills Plaza,Private,-4,-2,INF,Independent / Private,CDC089,1,3,CDC,384001299.0,"2 HARRISON ST, STE 150, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"CA
(37.789803, -122.389755)",37.789803,-122.389755,9068,None,Market Battery Plaza,BUSH,SIDEWALK,13,26,,2015,1,37.789953,-122.390221,POINT (-122.390205 37.789948),30.0,1.0,10.0,8.0,25.0,3.0,,30.0,0.0006160000000008381
1669103,Marin Day School - Hills Plaza,Private,-4,-2,INF,Independent / Private,CDC089,1,3,CDC,384001299.0,"2 HARRISON ST, STE 150, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"CA
(37.789803, -122.389755)",37.789803,-122.389755,12074,2 HARRISON ST,UNKNOWN,HARRISON,SIDEWALK,1,2,,2003,0,37.789798,-122.389744,POINT (-122.38973 37.789795),30.0,1.0,10.0,8.0,25.0,3.0,,30.0,1.6000000002236447e-05
1671020,Alt School - Alamo Square,Private,0,5,K-5,Independent / Private,IND201,5,10,IND,38684786148274.0,"735 FELL ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.774788, -122.430206)",37.774788,-122.430206,11851,735 FELL ST,La Scuola,FELL,SIDEWALK,2,4,,2015,9,37.774969,-122.429938,POINT (-122.429924 37.774963),26.0,4.0,11.0,9.0,72.0,,,26.0,0.0004489999999890415
1681091,South Of Market Child Care - Yerba Buena Gardens Child Development Center,Private,-2,-1,PK,Independent / Private,CDC137,3,4,CDC,384000406.0,"790 FOLSOM ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.783512, -122.40081)",37.783512,-122.40081,10260,701 HOWARD ST,Zeum Museum,HOWARD,SIDEWALK,1,2,,2002,0,37.783508,-122.4008,POINT (-122.40079 37.783504),32.0,1.0,10.0,34.0,36.0,4.0,,32.0,1.4000000007285962e-05
1682475,South Of Market Child Care - Yerba Buena Gardens Child Development Center,Private,-2,-1,PK,Independent / Private,CDC137,3,4,CDC,384000406.0,"790 FOLSOM ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.783512, -122.40081)",37.783512,-122.40081,9045,204 03RD ST,Moscone Center,03RD,SIDEWALK,1,2,,2003,0,37.783508,-122.4008,POINT (-122.40079 37.783504),32.0,1.0,10.0,34.0,36.0,4.0,,32.0,1.4000000007285962e-05
1683036,South Of Market Child Care - Yerba Buena Gardens Child Development Center,Private,-2,-1,PK,Independent / Private,CDC137,3,4,CDC,384000406.0,"790 FOLSOM ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.783512, -122.40081)",37.783512,-122.40081,11034,747 HOWARD ST,Moscone Center,HOWARD,SIDEWALK,3,6,,2010,11,37.783508,-122.4008,POINT (-122.40079 37.783504),32.0,1.0,10.0,34.0,36.0,4.0,,32.0,1.4000000007285962e-05
1683306,South Of Market Child Care - Yerba Buena Gardens Child Development Center,Private,-2,-1,PK,Independent / Private,CDC137,3,4,CDC,384000406.0,"790 FOLSOM ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.783512, -122.40081)",37.783512,-122.40081,9694,204 03RD ST,Moscone Center,03RD,SIDEWALK,1,2,,2003,0,37.783508,-122.4008,POINT (-122.40079 37.783504),32.0,1.0,10.0,34.0,36.0,4.0,,32.0,1.4000000007285962e-05
1697582,Pacific Primary - Orange Sun School,Private,-2,-1,PK,Independent / Private,CDC118,3,4,CDC,384001816.0,"1501 GROVE ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.775284, -122.441605)",37.775284,-122.441605,11071,1501 GROVE ST,Pacific Primary School,GROVE,SIDEWALK,2,4,,2010,0,37.775278,-122.441593,POINT (-122.44158 37.775272),24.0,7.0,11.0,18.0,71.0,,,24.0,1.7999999997186933e-05
1714400,French American International School,Private,0,12,K-12,Independent / Private,IND243,5,17,IND,38684786981195.0,"150 OAK ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"CA
(37.775456, -122.421577)",37.775456,-122.421577,12298,261 FELL ST,Advent of Christ the King,FELL,SIDEWALK,1,2,,2012,10,37.775776,-122.422054,POINT (-122.42204 37.775772),21.0,4.0,11.0,9.0,70.0,,,21.0,0.0007970000000057098
1715129,French American International School,Private,0,12,K-12,Independent / Private,IND243,5,17,IND,38684786981195.0,"150 OAK ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"CA
(37.775456, -122.421577)",37.775456,-122.421577,11745,193 FRANKLIN ST,Mes Amis 193,FRANKLIN,SIDEWALK,1,2,,2015,1,37.77588,-122.421328,POINT (-122.42132 37.775875),21.0,4.0,11.0,9.0,70.0,8.0,,21.0,0.0006729999999990355
1734079,Saint James Preschool (Episcopal Church),Private,-2,-1,PK,Independent / Private,CDC130,3,4,CDC,380500619.0,"4620 CALIFORNIA ST, SAN FRANCISCO, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.784939, -122.467201)",37.784939,-122.467201,11698,4620 CALIFORNIA ST,St James Episcopal Church,CALIFORNIA,SIDEWALK,1,2,,2003,0,37.784934,-122.467188,POINT (-122.46718 37.784927),5.0,8.0,4.0,11.0,97.0,,,5.0,1.8000000011397788e-05
1760166,Kids Kollege Preschool,Private,-2,-1,PK,Independent / Private,CDC067,3,4,CDC,380505246.0,"3939 LAWTON ST, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"CA
(37.756462, -122.505241)",37.756462,-122.505241,9165,3939 Lawton Street,Kids Kollege Preschool,LAWTON,SIDEWALK,1,2,,2017,2,37.756653,-122.505012,POINT (-122.505 37.75665),39.0,10.0,7.0,35.0,103.0,,,39.0,0.00042000000000541604
1778406,Alt School - Yerba Buena,Private,-1,8,TK-8,Independent / Private,IND208,4,13,IND,,"300 04TH ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.781742, -122.401199)",37.781742,-122.401199,11322,795 FOLSOM ST,Subway,FOLSOM,SIDEWALK,1,2,,2013,1,37.782052,-122.400852,POINT (-122.40084 37.782047),32.0,1.0,10.0,34.0,36.0,4.0,,32.0,0.0006570000000039045
1778989,Alt School - Yerba Buena,Private,-1,8,TK-8,Independent / Private,IND208,4,13,IND,,"300 04TH ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.781742, -122.401199)",37.781742,-122.401199,12819,795 Folsom Street,Regus,Folsom Street,SIDEWALK,2,4,,2019,12,37.78213883,-122.40099995,POINT (-122.400986 37.782135),32.0,1.0,10.0,34.0,36.0,4.0,,32.0,0.0005958800000058773
1782721,Alt School - Yerba Buena,Private,-1,8,TK-8,Independent / Private,IND208,4,13,IND,,"300 04TH ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.781742, -122.401199)",37.781742,-122.401199,12811,790 Folsom St,Yerba Buena Ice Skating and Bowling Center,Folsom St,SIDEWALK,3,6,,2019,12,37.7821966,-122.40095624,POINT (-122.40094 37.782192),32.0,1.0,10.0,34.0,36.0,4.0,,32.0,0.000697360000003755
1784881,True Sunshine Preschool Center,Private,-2,-1,PK,Independent / Private,CDC148,3,4,CDC,380504311.0,"777 STOCKTON ST STE 201, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"CA
(37.792976, -122.407844)",37.792976,-122.407844,12762,99 stockton,Barneys,stockton,SIDEWALK,2,4,,2019,12,37.79280251,-122.40766041,POINT (-122.407646 37.792797),16.0,6.0,3.0,6.0,42.0,,,16.0,0.0003570799999934593
1795718,Brightworks,Private,0,8,K-8,Independent / Private,IND222,5,13,IND,38684786142079.0,"1900 BRYANT ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.762238, -122.410377)",37.762238,-122.410377,12327,1960 BRYANT ST,Brightworks School,BRYANT,SIDEWALK,2,4,,2015,1,37.762212,-122.410186,POINT (-122.41017 37.762207),53.0,3.0,2.0,20.0,169.0,,,53.0,0.000217000000006351
1797080,Brightworks,Private,0,8,K-8,Independent / Private,IND222,5,13,IND,38684786142079.0,"1900 BRYANT ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.762238, -122.410377)",37.762238,-122.410377,9494,2727 MARIPOSA ST,Bay Area Video Coalition and Starbucks,MARIPOSA,SIDEWALK,1,2,,2002,0,37.762682,-122.410722,POINT (-122.410706 37.762676),53.0,3.0,2.0,20.0,169.0,,,53.0,0.0007890000000045916
1801519,Proof School,Private,6,12,6-12,Independent / Private,IND285,11,17,IND,38684786150254.0,"555 POST ST, SAN FRANCISCO, CA 94102",3,6075,SAN FRANCISCO,"CA
(37.787655, -122.410942)",37.787655,-122.410942,12203,555 Post Street,Commonwealth Club of CA,POST,SIDEWALK,3,6,,2016,8,37.787899,-122.410943,POINT (-122.41093 37.787895),50.0,6.0,3.0,36.0,19.0,5.0,,50.0,0.00024499999999960664
1846360,Drew School,Private,9,12,9-12,Independent / Private,IND237,14,17,IND,38684786939557.0,"2901 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"CA
(37.787643, -122.442322)",37.787643,-122.442322,12686,1903 Broderick Street,,Broderick Street,SIDEWALK,1,2,,2019,12,37.78796189,-122.44214162,POINT (-122.44213 37.787956),102.0,8.0,6.0,30.0,7.0,,,102.0,0.0004992699999988304
1848719,Drew School,Private,9,12,9-12,Independent / Private,IND237,14,17,IND,38684786939557.0,"2901 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"CA
(37.787643, -122.442322)",37.787643,-122.442322,10281,2901 CALIFORNIA ST,DREW Prepatrory School,CALIFORNIA,SIDEWALK,1,2,,2004,0,37.787508,-122.442347,POINT (-122.44234 37.787502),103.0,8.0,6.0,30.0,5.0,,,103.0,0.00015999999999394277
1858582,Kai Ming Head Start - Saint Luke Center,Private,-2,-1,PK,Independent / Private,CDC063,3,4,CDC,384002582.0,"1755 CLAY ST, SAN FRANCISCO, CA 94109",3,6075,SAN FRANCISCO,"CA
(37.792061, -122.42215)",37.792061,-122.42215,11668,1800 VAN NESS AVE,new development,CLAY,SIDEWALK,1,2,,2014,8,37.792544,-122.422279,POINT (-122.422264 37.792538),105.0,4.0,3.0,32.0,45.0,,,105.0,0.0006120000000038317
1869302,Glen Park Montessori Preschool,Private,-2,-1,PK,Independent / Private,CDC043,3,4,CDC,384000740.0,"649 CHENERY ST, SAN FRANCISCO, CA 94131",8,6075,SAN FRANCISCO,"CA
(37.734295, -122.432915)",37.734295,-122.432915,9674,653 CHENERY ST,Cara Glass & Sash,CHENERY,SIDEWALK,1,2,,2010,0,37.734297,-122.432992,POINT (-122.432976 37.73429),96.0,9.0,5.0,10.0,172.0,,,96.0,7.899999999949614e-05
1870317,Glen Park Montessori Preschool,Private,-2,-1,PK,Independent / Private,CDC043,3,4,CDC,384000740.0,"649 CHENERY ST, SAN FRANCISCO, CA 94131",8,6075,SAN FRANCISCO,"CA
(37.734295, -122.432915)",37.734295,-122.432915,10648,669 CHENERY ST,The Park Salon,CHENERY,SIDEWALK,1,2,,2004,0,37.734354,-122.43324,POINT (-122.43323 37.73435),96.0,9.0,5.0,10.0,172.0,,,96.0,0.00038400000000393675
1879336,Wu Yee Child Development Center - Bayview,Private,-2,-1,PK,Independent / Private,CDC156,3,4,CDC,384002433.0,"1601 LANE ST, SAN FRANCISCO, CA 94124",10,6075,SAN FRANCISCO,"CA
(37.731804, -122.38958)",37.731804,-122.38958,12125,1601 LANE ST,YMCA Bay View,LANE,SIDEWALK,3,6,,2011,6,37.7318,-122.389568,POINT (-122.38956 37.731796),86.0,2.0,9.0,1.0,161.0,,,86.0,1.599999999513102e-05
1880175,Wu Yee Child Development Center - Bayview,Private,-2,-1,PK,Independent / Private,CDC156,3,4,CDC,384002433.0,"1601 LANE ST, SAN FRANCISCO, CA 94124",10,6075,SAN FRANCISCO,"CA
(37.731804, -122.38958)",37.731804,-122.38958,11048,1601 Lane St.,Bayview YMCA,LANE,SIDEWALK,1,2,,2016,7,37.732231,-122.389547,POINT (-122.389534 37.732227),86.0,2.0,9.0,1.0,161.0,,,86.0,0.00046000000000390173
1886281,Wu Yee Child Development Center - South East,Private,-2,-1,PK,Independent / Private,CDC166,3,4,CDC,384002516.0,"1300 PHELPS ST, SAN FRANCISCO, CA 94124",10,6075,SAN FRANCISCO,"CA
(37.737419, -122.393837)",37.737419,-122.393837,10643,1800 OAKDALE AVE,UNKNOWN,OAKDALE,SIDEWALK,1,2,,2004,0,37.737048,-122.394116,POINT (-122.394104 37.73704),86.0,2.0,9.0,1.0,21.0,,,86.0,0.000649999999993156
1918715,Little People Preschool ,Private,-2,0,PK-K,Independent / Private,IND266,3,5,IND,384001910.0,"3595 TARAVAL ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"CA
(37.741543, -122.504295)",37.741543,-122.504295,12832,3560 Taraval,Tunnel Records + Beach Goods,Taraval,SIDEWALK,2,4,,2019,12,37.74179281,-122.50418151,POINT (-122.504166 37.741787),39.0,10.0,7.0,35.0,102.0,,,39.0,0.00036330000000361906
1934104,Zion Lutheran School,Private,0,8,K-8,Independent / Private,IND340,5,13,IND,38684786980890.0,"495 09TH AVE, SAN FRANCISCO, CA 94118",1,6075,SAN FRANCISCO,"CA
(37.77924, -122.467636)",37.77924,-122.467636,10860,495 09TH AVE,Zion Lutheran Church,09TH,SIDEWALK,1,2,,2003,0,37.779236,-122.46762,POINT (-122.467606 37.779232),5.0,8.0,4.0,11.0,94.0,,,5.0,2.0000000006348273e-05
1934530,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,12544,1335 Fulton Street,Ju Ni,Fulton Street,SIDEWALK,1,2,,2019,12,37.77676776,-122.43880486,POINT (-122.43879 37.776764),24.0,7.0,11.0,9.0,1.0,,,24.0,0.0006411000000028366
1935015,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,9311,803 DIVISADERO ST,Film Yard Video,DIVISADERO,SIDEWALK,1,2,,2002,0,37.777077,-122.438427,POINT (-122.438416 37.777073),97.0,7.0,11.0,39.0,38.0,,,97.0,0.0003739999999936572
1936825,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,12529,1312 Fulton Street,Apartment/Residential,Fulton Street,SIDEWALK,1,2,,2019,12,37.77682208,-122.43850872,POINT (-122.43849 37.776817),97.0,7.0,11.0,39.0,38.0,,,97.0,0.0005471999999926425
1937690,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,12835,824 Divisadero Street,Che Fico,Divisadero Street,SIDEWALK,2,4,,2019,12,37.77713733,-122.43817031,POINT (-122.438156 37.777134),23.0,4.0,11.0,39.0,38.0,,,23.0,0.0005703599999904441
1937743,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,10563,813 DIVISADERO ST,Everlasting Tattoo,DIVISADERO,SIDEWALK,1,2,,2010,10,37.777124,-122.438439,POINT (-122.43842 37.77712),97.0,7.0,11.0,39.0,38.0,,,97.0,0.0003149999999934039
1937876,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,11467,823 DIVISADERO ST,Our Victorian Schoolhouse,DIVISADERO,SIDEWALK,1,2,,2015,1,37.777237,-122.438626,POINT (-122.438614 37.777233),97.0,7.0,11.0,39.0,38.0,,,97.0,1.4999999997655777e-05
1938298,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,12247,855 Divisidero St,El Rancho Grande Taqueria,DIVISADERO,SIDEWALK,1,2,,2017,4,37.777353,-122.438418,POINT (-122.43841 37.777348),97.0,7.0,11.0,39.0,38.0,,,97.0,0.00033100000000274576
1939407,Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.777241, -122.438637)",37.777241,-122.438637,9145,1300 FULTON ST,Cafe Abir,FULTON,SIDEWALK,1,2,,2002,0,37.776988,-122.438416,POINT (-122.4384 37.77698),97.0,7.0,11.0,39.0,38.0,,,97.0,0.0004739999999898714
1940468,Nihonmachi Little Friends - Bush St,Private,-2,-1,PK,Independent / Private,CDC113,3,4,CDC,380504390.0,"2031 BUSH ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"CA
(37.78709, -122.430588)",37.78709,-122.430588,9475,1830 SUTTER ST,Nihonmachi Little Friends,BUSH,SIDEWALK,2,4,,2015,1,37.786705,-122.43055,POINT (-122.430534 37.7867),101.0,4.0,11.0,30.0,78.0,,,101.0,0.0004230000000049472
1940976,Nihonmachi Little Friends - Bush St,Private,-2,-1,PK,Independent / Private,CDC113,3,4,CDC,380504390.0,"2031 BUSH ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"CA
(37.78709, -122.430588)",37.78709,-122.430588,9834,2031 BUSH ST,Nihonmachi Little Friends,BUSH,SIDEWALK,2,4,,2015,1,37.787085,-122.430577,POINT (-122.430565 37.78708),101.0,4.0,11.0,30.0,78.0,,,101.0,1.6000000002236447e-05
2004929,Bright Horizons - 2Nd St,Private,-2,4,PK-4,Independent / Private,IND217,3,9,IND,384002149.0,"303 02ND ST STE 250, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.785294, -122.395569)",37.785294,-122.395569,9298,303 02ND ST,24 Hour Fitness,DIVISADERO,SIDEWALK,3,6,,2012,5,37.785287,-122.395553,POINT (-122.39554 37.785282),30.0,1.0,10.0,8.0,25.0,3.0,,30.0,2.2999999991668574e-05
2005470,Bright Horizons - 2Nd St,Private,-2,4,PK-4,Independent / Private,IND217,3,9,IND,384002149.0,"303 02ND ST STE 250, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"CA
(37.785294, -122.395569)",37.785294,-122.395569,9258,303 02ND ST,UNKNOWN,02ND,SIDEWALK,2,4,,2005,0,37.785287,-122.395553,POINT (-122.39554 37.785282),30.0,1.0,10.0,8.0,25.0,3.0,,30.0,2.2999999991668574e-05
2008357,Buena Vista Child Care,Private,0,5,K-5,Independent / Private,IND223,5,10,IND,384002230.0,"3351 23RD ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.753567, -122.42028)",37.753567,-122.42028,10734,1199 VALENCIA ST,Beretta,VALENCIA,ROADWAY,4,8,,2013,12,37.753843,-122.42054,POINT (-122.420525 37.753838),53.0,3.0,2.0,20.0,87.0,,,53.0,0.0005360000000038667
2010496,Buena Vista Child Care,Private,0,5,K-5,Independent / Private,IND223,5,10,IND,384002230.0,"3351 23RD ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.753567, -122.42028)",37.753567,-122.42028,10636,1199 VALENCIA ST,Beretta,VALENCIA,SIDEWALK,1,2,,2012,10,37.753843,-122.42054,POINT (-122.420525 37.753838),53.0,3.0,2.0,20.0,87.0,,,53.0,0.0005360000000038667
2062699,Saint Philip School,Private,0,8,K-8,Independent / Private,IND305,5,13,IND,38684786980627.0,"665 ELIZABETH ST, SAN FRANCISCO, CA 94114",8,6075,SAN FRANCISCO,"CA
(37.751759, -122.435539)",37.751759,-122.435539,9535,4166 24TH ST,Swatdee Thai Cuisine,24TH,SIDEWALK,1,2,,2002,0,37.751446,-122.435564,POINT (-122.43555 37.751442),84.0,3.0,5.0,22.0,175.0,12.0,,84.0,0.0003379999999921779
2102942,Alt School - Dogpatch 2,Private,-1,2,TK-2,Independent / Private,IND203,4,7,IND,,"610 20TH ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"CA
(37.760662, -122.387962)",37.760662,-122.387962,10515,628 20TH ST,Retox Lounge,20TH,SIDEWALK,1,2,,2003,0,37.760679,-122.388215,POINT (-122.3882 37.760674),55.0,2.0,9.0,26.0,167.0,14.0,,55.0,0.00027000000000043656
2103514,Alt School - Dogpatch 2,Private,-1,2,TK-2,Independent / Private,IND203,4,7,IND,,"610 20TH ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"CA
(37.760662, -122.387962)",37.760662,-122.387962,9412,2291 03rd Street,Conspiracy,03RD,SIDEWALK,2,4,,2017,2,37.760625,-122.388417,POINT (-122.388405 37.76062),55.0,2.0,9.0,26.0,167.0,14.0,,55.0,0.0004920000000083746
2105225,Alt School - Dogpatch 2,Private,-1,2,TK-2,Independent / Private,IND203,4,7,IND,,"610 20TH ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"CA
(37.760662, -122.387962)",37.760662,-122.387962,9764,2289 03RD ST,Sea Star,03RD,SIDEWALK,1,2,,2015,6,37.760711,-122.388325,POINT (-122.38831 37.760704),55.0,2.0,9.0,26.0,167.0,14.0,,55.0,0.00041199999999008696
2106657,Immaculate Conception Academy,Private,9,12,9-12,Independent / Private,IND252,14,17,IND,38684786939615.0,"3625 24TH ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.751667, -122.423416)",37.751667,-122.423416,9666,3648 24TH ST,St. James School,24TH,SIDEWALK,1,2,,2010,0,37.752076,-122.423838,POINT (-122.42383 37.75207),52.0,3.0,5.0,20.0,176.0,,,52.0,0.0008310000000051332
2109379,Immaculate Conception Academy,Private,9,12,9-12,Independent / Private,IND252,14,17,IND,38684786939615.0,"3625 24TH ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.751667, -122.423416)",37.751667,-122.423416,11102,1198 GUERRERO ST,24 Guerrero Cleaners,24TH,SIDEWALK,1,2,,0,0,37.752096,-122.423191,POINT (-122.42318 37.75209),52.0,3.0,5.0,20.0,176.0,,,52.0,0.0006540000000043733
2110796,Immaculate Conception Academy,Private,9,12,9-12,Independent / Private,IND252,14,17,IND,38684786939615.0,"3625 24TH ST, SAN FRANCISCO, CA 94110",8,6075,SAN FRANCISCO,"CA
(37.751667, -122.423416)",37.751667,-122.423416,12366,1198 GUERRERO ST,24 Guerrero Cleaners,24TH,SIDEWALK,1,2,,2013,5,37.752096,-122.423191,POINT (-122.42318 37.75209),52.0,3.0,5.0,20.0,176.0,,,52.0,0.0006540000000043733
2123697,Alt School - North Beach,Private,-1,8,TK-8,Independent / Private,IND205,4,13,IND,,"838 KEARNY STREET, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"CA
(37.795811, -122.404892)",37.795811,-122.404892,11039,680 WASHINGTON ST,City College of SF Chinatown North Beach Campus,WASHINGTON,SIDEWALK,3,6,,2012,0,37.795369,-122.40474,POINT (-122.404724 37.795364),104.0,6.0,3.0,6.0,55.0,,,104.0,0.0005939999999995393
2129540,Wu Yee Child Development Center - Cadillac,Private,-2,-1,PK,Independent / Private,CDC157,3,4,CDC,384002512.0,"398 EDDY ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.784054, -122.41394)",37.784054,-122.41394,12161,380 EDDY ST,Cadillac Hotel,EDDY,SIDEWALK,2,4,,2015,1,37.78405,-122.413933,POINT (-122.41392 37.784046),20.0,5.0,10.0,36.0,18.0,6.0,1.0,20.0,1.0999999993543952e-05
2142838,Woodside International School,Private,9,12,9-12,Independent / Private,IND338,14,17,IND,38684787078710.0,"1555 IRVING ST, SAN FRANCISCO, CA 94122",5,6075,SAN FRANCISCO,"CA
(37.763432, -122.474747)",37.763432,-122.474747,9961,1555 IRVING ST,Woodside International School,IRVING,SIDEWALK,1,2,,2010,0,37.763427,-122.474735,POINT (-122.474724 37.763424),109.0,10.0,11.0,14.0,153.0,,,109.0,1.699999999971169e-05
2150284,Faces Sf Child Development Program - Haight Ashbury/Masonic,Private,-2,-1,PK,Independent / Private,CDC037,3,4,CDC,384002201.0,"1101 MASONIC AVE, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"CA
(37.770889, -122.445869)",37.770889,-122.445869,9265,1400 HAIGHT ST,Positively Haight Street Business,HAIGHT,SIDEWALK,1,2,,2010,0,37.770395,-122.445687,POINT (-122.44567 37.77039),25.0,7.0,11.0,3.0,91.0,,,25.0,0.0006759999999914612
2155314,Mission Neighborhood Centers - Capp Head Start,Private,-2,-1,PK,Independent / Private,CDC100,3,4,CDC,380505268.0,"362 CAPP ST, SAN FRANCISCO, CA 94110",9,6075,SAN FRANCISCO,"CA
(37.760986, -122.418495)",37.760986,-122.418495,9238,2263 MISSION ST,The Dark Room Theater,MISSION,SIDEWALK,1,2,,2012,7,37.760873,-122.418899,POINT (-122.418884 37.760868),53.0,3.0,2.0,20.0,177.0,,,53.0,0.0005170000000092045
2206104,Wu Yee Child Development Center - Golden Gate,Private,-2,-1,PK,Independent / Private,CDC160,3,4,CDC,380506088.0,"177 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"CA
(37.78167, -122.413559)",37.78167,-122.413559,10452,183 GOLDEN GATE AVE,UNKNOWN,GOLDEN GATE,SIDEWALK,1,2,,2006,0,37.781663,-122.413544,POINT (-122.41353 37.78166),20.0,5.0,10.0,36.0,131.0,6.0,1.0,20.0,2.200000000129876e-05
